Accident.Number,Aircraft.Category,Aircraft.Destroyed,Aircraft.Type,Aircraft.damage,Amateur.Built,Broad.phase.of.flight,Country,Engine.Type,Event.Date,Event.Id,FAR.Description,Fatal.Serious,Fatal.Serious.Rate,Injury.Severity,Investigation.Type,Location,Make,Model,Number.of.Engines,Publication.Date,Purpose.of.flight,Registration.Number,Total.Fatal.Injuries,Total.Minor.Injuries,Total.People,Total.Serious.Injuries,Total.Uninjured,Weather.Condition
WPR09LA384,Airplane,False,BOEING E75,Substantial,No,,United States,RECIPROCATING,2009-08-04,20090804X35204,091,1.0,0.5,Fatal,Accident,"Happy Jack, AZ",BOEING,E75,1.0,25-09-2020,PERSONAL,N5195N,1.0,1.0,2.0,0.0,0.0,VMC
CEN09CA495,Airplane,False,CESSNA 172S,Substantial,No,,United States,RECIPROCATING,2009-08-04,20090805X12730,091,0.0,0.0,Non-Fatal,Accident,"New Braunfels, TX",CESSNA,172S,1.0,25-09-2020,INSTRUCTIONAL,N401LP,0.0,0.0,1.0,0.0,1.0,VMC
DCA09CA069,Airplane,False,BOMBARDIER INC CL-600-2B19,Minor,No,,United States,TURBO FAN,2009-08-04,20090805X42956,121,1.0,0.037037037037037035,Non-Fatal,Accident,"Louisville, KY",BOMBARDIER INC,CL-600-2B19,2.0,25-09-2020,,N8543F,0.0,1.0,27.0,1.0,25.0,IMC
ERA09CA443,Airplane,False,CESSNA 172S,Substantial,No,,United States,RECIPROCATING,2009-08-04,20090805X52012,091,0.0,0.0,Non-Fatal,Accident,"Alabaster, AL",CESSNA,172S,1.0,25-09-2020,INSTRUCTIONAL,N2110Q,0.0,0.0,1.0,0.0,1.0,VMC
CEN09LA503,Airplane,False,AIR TRACTOR AT401,Substantial,No,,United States,TURBO PROP,2009-08-04,20090807X03345,137,0.0,0.0,Non-Fatal,Accident,"Waterloo, IA",AIR TRACTOR,AT401,1.0,25-09-2020,AERIAL APPLICATION,N60747,0.0,0.0,1.0,0.0,1.0,VMC
WPR09FA385,Airplane,False,CESSNA 182S,Substantial,No,,United States,RECIPROCATING,2009-08-05,20090805X02032,091,1.0,1.0,Fatal,Accident,"Napa, CA",CESSNA,182S,1.0,25-09-2020,PERSONAL,N23750,1.0,0.0,1.0,0.0,0.0,IMC
WPR09CA387,Airplane,False,BEECH 35,Substantial,No,,United States,RECIPROCATING,2009-08-05,20090806X93612,091,0.0,0.0,Non-Fatal,Accident,"St. Johns, AZ",BEECH,35,1.0,25-09-2020,PERSONAL,N4577V,0.0,0.0,1.0,0.0,1.0,VMC
ENG09WA015,Airplane,False,AIRBUS A320,Minor,No,,France,TURBO FAN,2009-08-05,20090910X94141,NUSC,0.0,,,Incident,"Paris ORLY, France",AIRBUS,A320,2.0,03-11-2020,,EC-ICQ,0.0,0.0,0.0,0.0,0.0,
CEN09LA501,Airplane,False,BEECH 35,Substantial,No,,United States,RECIPROCATING,2009-08-06,20090806X51942,091,1.0,1.0,Non-Fatal,Accident,"Oklahoma City, OK",BEECH,35,1.0,25-09-2020,PERSONAL,N4554V,0.0,0.0,1.0,1.0,0.0,VMC
CEN09CA508,Airplane,False,CESSNA 170A,Substantial,No,,United States,RECIPROCATING,2009-08-06,20090810X24300,091,0.0,0.0,Non-Fatal,Accident,"Aurora, IL",CESSNA,170A,1.0,25-09-2020,PERSONAL,N9793A,0.0,0.0,2.0,0.0,2.0,VMC
CEN09CA509,Airplane,False,CESSNA 172S,Substantial,No,,United States,RECIPROCATING,2009-08-06,20090810X25607,091,0.0,0.0,Non-Fatal,Accident,"Bluffton, OH",CESSNA,172S,1.0,25-09-2020,INSTRUCTIONAL,N6186T,0.0,0.0,1.0,0.0,1.0,VMC
WPR09LA390,Airplane,False,LUSCOMBE 8A,Substantial,No,,United States,RECIPROCATING,2009-08-06,20090810X75326,091,0.0,0.0,Non-Fatal,Accident,"Eatonville, WA",LUSCOMBE,8A,1.0,25-09-2020,PERSONAL,N28425,0.0,0.0,2.0,0.0,2.0,VMC
WPR09FA379,Airplane,True,PIPER PA-22-150,Destroyed,No,,United States,RECIPROCATING,2009-08-07,20090802X05107,091,2.0,1.0,Fatal,Accident,"Saint Charles, ID",PIPER,PA-22-150,1.0,25-09-2020,PERSONAL,N6905B,2.0,0.0,2.0,0.0,0.0,VMC
WPR09CA388,Airplane,False,AERONCA 7AC,Substantial,No,,United States,RECIPROCATING,2009-08-07,20090807X11952,091,0.0,0.0,Non-Fatal,Accident,"Broadus, MT",AERONCA,7AC,1.0,25-09-2020,PERSONAL,N84787,0.0,0.0,2.0,0.0,2.0,VMC
ERA09CA449,Airplane,False,CESSNA 182,Substantial,No,,United States,RECIPROCATING,2009-08-07,20090809X02721,091,0.0,0.0,Non-Fatal,Accident,"Milford, PA",CESSNA,182,1.0,25-09-2020,PERSONAL,N9432X,0.0,0.0,4.0,0.0,4.0,VMC
ERA09LA456,Airplane,False,PIPER PA-28-161,Substantial,No,,United States,RECIPROCATING,2009-08-07,20090811X02920,091,1.0,0.5,Non-Fatal,Accident,"Winchester, VA",PIPER,PA-28-161,1.0,25-09-2020,PERSONAL,N20977,0.0,0.0,2.0,1.0,1.0,VMC
ERA09WA552,Airplane,False,MOONEY M20F,Unknown,No,,United Kingdom,,2009-08-08,20091221X35000,NUSN,0.0,0.0,Non-Fatal,Accident,"Warwickshire, United Kingdom",MOONEY,M20F,,03-11-2020,PERSONAL,G-CEJN,0.0,0.0,1.0,0.0,1.0,
CEN09CA513,Airplane,False,BEECH A36TC,Substantial,No,,United States,RECIPROCATING,2009-08-09,20090810X55232,091,0.0,0.0,Non-Fatal,Accident,"Brighton, MI",BEECH,A36TC,1.0,25-09-2020,PERSONAL,N336TC,0.0,0.0,2.0,0.0,2.0,VMC
ANC09CA078,Airplane,False,TAYLORCRAFT BC12-D,Minor,No,,United States,RECIPROCATING,2009-08-09,20090810X64558,091,0.0,0.0,Non-Fatal,Accident,"Anchorage, AK",TAYLORCRAFT,BC12-D,1.0,25-09-2020,PERSONAL,N95723,0.0,1.0,2.0,0.0,1.0,VMC
WPR09CA394,Airplane,False,PIPER PA-12,Substantial,No,,United States,RECIPROCATING,2009-08-09,20090812X54213,091,1.0,1.0,Non-Fatal,Accident,"Sisters, OR",PIPER,PA-12,1.0,25-09-2020,PERSONAL,N7670H,0.0,0.0,1.0,1.0,0.0,VMC
WPR09LA401,Airplane,False,PIPER PA-28R-200,Substantial,No,,United States,RECIPROCATING,2009-08-09,20090818X31308,091,0.0,0.0,Non-Fatal,Accident,"Gerlach, NV",PIPER,PA-28R-200,1.0,25-09-2020,PERSONAL,N32105,0.0,0.0,3.0,0.0,3.0,VMC
CEN09CA544,Airplane,False,PIPER PA-18,Substantial,No,,United States,RECIPROCATING,2009-08-09,20090826X74839,091,0.0,0.0,Non-Fatal,Accident,"Aspen, CO",PIPER,PA-18,1.0,25-09-2020,PERSONAL,N350CC,0.0,0.0,2.0,0.0,2.0,VMC
CEN09CA507,Airplane,False,BOEING A75L300,Substantial,No,,United States,RECIPROCATING,2009-08-10,20090810X22633,091,0.0,0.0,Non-Fatal,Accident,"Salina, KS",BOEING,A75L300,1.0,25-09-2020,PERSONAL,N75263,0.0,1.0,1.0,0.0,0.0,VMC
CEN09CA514,Airplane,False,AIR TRACTOR INC AT-301,Substantial,No,,United States,RECIPROCATING,2009-08-10,20090810X60727,137,1.0,1.0,Non-Fatal,Accident,"DeWitt, IL",AIR TRACTOR INC,AT-301,1.0,25-09-2020,AERIAL APPLICATION,N5018S,0.0,0.0,1.0,1.0,0.0,VMC
CEN09CA515,Airplane,False,CESSNA TR182,Substantial,No,,United States,RECIPROCATING,2009-08-10,20090810X71628,091,0.0,0.0,Non-Fatal,Accident,"Carrollton, OH",CESSNA,TR182,1.0,25-09-2020,PERSONAL,N736UD,0.0,0.0,2.0,0.0,2.0,VMC
DCA09WA072,Airplane,False,BOEING 737,Substantial,No,,Japan,TURBO FAN,2009-08-10,20090811X50316,NUSC,0.0,0.0,Non-Fatal,Accident,"Tokyo, Japan",BOEING,737,2.0,03-11-2020,,JA56AN,0.0,0.0,153.0,0.0,153.0,
CEN09CA516,Airplane,False,GRUMMAN ACFT ENG COR-SCHWEIZER G-164A,Substantial,No,,United States,RECIPROCATING,2009-08-10,20090811X65603,137,0.0,0.0,Non-Fatal,Accident,"Harlan, IA",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,1.0,25-09-2020,AERIAL APPLICATION,N4598,0.0,0.0,1.0,0.0,1.0,VMC
ANC09CA080,Airplane,False,CESSNA 206,Substantial,No,,United States,RECIPROCATING,2009-08-11,20090811X43107,091,1.0,0.2,Non-Fatal,Accident,"Iliamna, AK",CESSNA,206,1.0,25-09-2020,OTHER WORK USE,N5110U,0.0,1.0,5.0,1.0,3.0,VMC
ERA09LA458,Airplane,False,BEECH BE-23,Substantial,No,,United States,RECIPROCATING,2009-08-11,20090811X45722,091,0.0,0.0,Non-Fatal,Accident,"Sanford, FL",BEECH,BE-23,1.0,25-09-2020,PERSONAL,N9261S,0.0,0.0,2.0,0.0,2.0,VMC
ERA09CA461,Airplane,False,DIAMOND AIRCRAFT IND INC DA 40,Substantial,No,,United States,RECIPROCATING,2009-08-11,20090812X21524,091,0.0,0.0,Non-Fatal,Accident,"Rockingham, NC",DIAMOND AIRCRAFT IND INC,DA 40,1.0,25-09-2020,PERSONAL,N817PA,0.0,0.0,2.0,0.0,2.0,VMC
WPR09CA392,Airplane,False,PIPER PA-38-112,Substantial,No,,United States,RECIPROCATING,2009-08-11,20090812X41618,091,1.0,1.0,Non-Fatal,Accident,"Kamiah, ID",PIPER,PA-38-112,1.0,25-09-2020,PERSONAL,N939RG,0.0,0.0,1.0,1.0,0.0,VMC
ERA09LA459,Airplane,False,CESSNA 150,Substantial,No,,United States,RECIPROCATING,2009-08-12,20090811X25902,091,0.0,0.0,Non-Fatal,Accident,"Sussex, NJ",CESSNA,150,1.0,25-09-2020,PERSONAL,N6676S,0.0,2.0,2.0,0.0,0.0,VMC
ANC09CA081,Airplane,False,CESSNA 150H,Substantial,No,,United States,RECIPROCATING,2009-08-12,20090812X25109,091,0.0,0.0,Non-Fatal,Accident,"Talkeetna, AK",CESSNA,150H,1.0,25-09-2020,PERSONAL,N6687S,0.0,0.0,1.0,0.0,1.0,VMC
CEN09FA518,Airplane,False,BEECH E18S,Substantial,No,,United States,RECIPROCATING,2009-08-12,20090812X34906,091,2.0,1.0,Fatal,Accident,"Eden Prairie, MN",BEECH,E18S,2.0,25-09-2020,FERRY,N3038C,2.0,0.0,2.0,0.0,0.0,VMC
WPR09LA395,Airplane,False,PIPER PA-38-112,Substantial,No,,United States,RECIPROCATING,2009-08-12,20090812X61353,091,0.0,0.0,Non-Fatal,Accident,"Glendale, AZ",PIPER,PA-38-112,1.0,25-09-2020,INSTRUCTIONAL,N86GW,0.0,0.0,1.0,0.0,1.0,VMC
CEN09CA522,Airplane,False,GRUMMAN ACFT ENG COR-SCHWEIZER G-164A,Substantial,No,,United States,RECIPROCATING,2009-08-12,20090817X00328,137,0.0,0.0,Non-Fatal,Accident,"Evansville, WI",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,1.0,25-09-2020,AERIAL APPLICATION,N9794,0.0,0.0,1.0,0.0,1.0,VMC
WPR09CA393,Airplane,False,GRUMMAN ACFT ENG COR-SCHWEIZER G-164B,Substantial,No,,United States,RECIPROCATING,2009-08-13,20090812X42021,137,0.0,0.0,Non-Fatal,Accident,"Westley, CA",GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,1.0,25-09-2020,AERIAL APPLICATION,N6697Q,0.0,0.0,1.0,0.0,1.0,VMC
WPR09LA396,Airplane,False,BEECH A60,Substantial,No,,United States,RECIPROCATING,2009-08-13,20090813X83201,091,1.0,0.5,Non-Fatal,Accident,"Minidoka, ID",BEECH,A60,2.0,25-09-2020,PERSONAL,N99BE,0.0,0.0,2.0,1.0,1.0,VMC
WPR09CA405,Airplane,False,AERONCA 7DC-CONV,Substantial,No,,United States,RECIPROCATING,2009-08-13,20090819X84615,091,0.0,0.0,Non-Fatal,Accident,"Winnemucca, NV",AERONCA,7DC-CONV,1.0,25-09-2020,PERSONAL,N83024,0.0,0.0,1.0,0.0,1.0,VMC
ANC09CA082,Airplane,False,PIPER PA-18-150,Substantial,No,,United States,RECIPROCATING,2009-08-14,20090817X32412,091,0.0,0.0,Non-Fatal,Accident,"Kaktovik, AK",PIPER,PA-18-150,1.0,25-09-2020,PERSONAL,N83278,0.0,0.0,3.0,0.0,3.0,VMC
CEN09WA524,Airplane,True,BEECH 99,Destroyed,No,,Portugal,TURBO PROP,2009-08-14,20090817X04219,NUSN,2.0,1.0,Fatal,Accident,"Evora, Portugal",BEECH,99,2.0,03-11-2020,SKYDIVING,F-BTME,2.0,0.0,2.0,0.0,0.0,VMC
CEN09LA525,Airplane,False,CESSNA 182,Minor,No,,United States,RECIPROCATING,2009-08-15,20090817X10417,091,0.0,0.0,Non-Fatal,Accident,"Caddo Mills, TX",CESSNA,182,1.0,25-09-2020,SKYDIVING,N2364G,0.0,1.0,5.0,0.0,4.0,VMC
WPR09CA399,Airplane,False,AERONCA 11CC,Substantial,No,,United States,RECIPROCATING,2009-08-15,20090817X42453,091,0.0,0.0,Non-Fatal,Accident,"El Cajon, CA",AERONCA,11CC,1.0,25-09-2020,PERSONAL,N4385E,0.0,0.0,2.0,0.0,2.0,VMC
ERA09TA466,Airplane,False,CESSNA 180,Substantial,No,,United States,RECIPROCATING,2009-08-15,20090817X43556,PUBU,0.0,0.0,Non-Fatal,Accident,"Spartanburg, SC",CESSNA,180,1.0,25-09-2020,PUBLIC AIRCRAFT - STATE,N1044Y,0.0,0.0,2.0,0.0,2.0,VMC
CEN09LA527,Airplane,True,AIR TRACTOR INC AT-802A,Destroyed,No,,United States,TURBO PROP,2009-08-15,20090817X44734,091,1.0,1.0,Fatal,Accident,"Corning, IA",AIR TRACTOR INC,AT-802A,1.0,25-09-2020,POSITIONING,N802LL,1.0,0.0,1.0,0.0,0.0,VMC
CEN09CA548,Airplane,False,PIPER PA-15,Substantial,No,,United States,RECIPROCATING,2009-08-15,20090828X15533,091,0.0,0.0,Non-Fatal,Accident,"Plainwell, MI",PIPER,PA-15,1.0,25-09-2020,PERSONAL,N4380H,0.0,0.0,2.0,0.0,2.0,VMC
ANC09LA083,Airplane,False,CESSNA 185,Substantial,No,,United States,RECIPROCATING,2009-08-16,20090817X40557,135,0.0,0.0,Non-Fatal,Accident,"McCarthy, AK",CESSNA,185,1.0,25-09-2020,,N8209U,0.0,0.0,4.0,0.0,4.0,VMC
WPR09FA398,Airplane,False,CESSNA 152,Substantial,No,,United States,RECIPROCATING,2009-08-16,20090817X50308,091,2.0,1.0,Fatal,Accident,"Hesperia, CA",CESSNA,152,1.0,25-09-2020,PERSONAL,N67361,2.0,0.0,2.0,0.0,0.0,VMC
CEN09CA530,Airplane,False,CESSNA 172,Substantial,No,,United States,RECIPROCATING,2009-08-16,20090818X60351,091,0.0,0.0,Non-Fatal,Accident,"Centennial, CO",CESSNA,172,1.0,25-09-2020,PERSONAL,N22265,0.0,0.0,1.0,0.0,1.0,VMC
CEN09CA532,Airplane,False,PIPER PA-28-161,Substantial,No,,United States,RECIPROCATING,2009-08-16,20090819X15749,091,0.0,0.0,Non-Fatal,Accident,"Washington, IA",PIPER,PA-28-161,1.0,25-09-2020,PERSONAL,N47539,0.0,1.0,1.0,0.0,0.0,VMC
ERA09LA471,Airplane,False,PIPER PA-46-350P,Substantial,No,,United States,,2009-08-16,20090821X11124,091,0.0,0.0,Non-Fatal,Accident,"Sanford, FL",PIPER,PA-46-350P,1.0,30-04-2021,PERSONAL,N548C,0.0,0.0,2.0,0.0,2.0,VMC
WPR09FA400,Airplane,False,PIPER PA-24,Substantial,No,,United States,RECIPROCATING,2009-08-17,20090817X00708,091,2.0,1.0,Fatal,Accident,"Prescott, AZ",PIPER,PA-24,1.0,25-09-2020,PERSONAL,N6304P,2.0,0.0,2.0,0.0,0.0,VMC
ERA09CA465,Airplane,False,AERONCA 7AC,Substantial,No,,United States,RECIPROCATING,2009-08-17,20090817X40831,091,0.0,0.0,Non-Fatal,Accident,"Finleyville, PA",AERONCA,7AC,1.0,25-09-2020,PERSONAL,N83661,0.0,0.0,1.0,0.0,1.0,VMC
ERA09LA467,Airplane,False,CESSNA 140A,Substantial,No,,United States,RECIPROCATING,2009-08-17,20090818X52121,091,0.0,0.0,Non-Fatal,Accident,"White Plains, NY",CESSNA,140A,1.0,25-09-2020,PERSONAL,N9467A,0.0,0.0,1.0,0.0,1.0,VMC
CEN09CA533,Airplane,False,AIR TRACTOR INC AT-502B,Substantial,No,,United States,TURBO PROP,2009-08-17,20090819X20305,137,0.0,0.0,Non-Fatal,Accident,"Whittemore, IA",AIR TRACTOR INC,AT-502B,1.0,25-09-2020,AERIAL APPLICATION,N5003C,0.0,0.0,1.0,0.0,1.0,VMC
CEN09CA535,Airplane,False,AIR TRACTOR INC AT-301,Substantial,No,,United States,RECIPROCATING,2009-08-17,20090821X04329,137,0.0,0.0,Non-Fatal,Accident,"Leland, IL",AIR TRACTOR INC,AT-301,1.0,25-09-2020,AERIAL APPLICATION,N73102,0.0,0.0,1.0,0.0,1.0,VMC
ERA09LA468,Airplane,False,PIPER PA-12,Substantial,No,,United States,RECIPROCATING,2009-08-18,20090820X81550,091,0.0,0.0,Non-Fatal,Accident,"Mount Holly, NJ",PIPER,PA-12,1.0,25-09-2020,PERSONAL,N7556H,0.0,0.0,2.0,0.0,2.0,VMC
WPR09CA406,Airplane,False,PIPER PA-28-181,Substantial,No,,United States,RECIPROCATING,2009-08-19,20090820X62823,091,0.0,0.0,Non-Fatal,Accident,"Mesa, AZ",PIPER,PA-28-181,1.0,25-09-2020,INSTRUCTIONAL,N4177L,0.0,0.0,1.0,0.0,1.0,VMC
ENG10WA006,Airplane,False,BOEING 737-236,Minor,No,,Spain,TURBO FAN,2009-08-19,20091216X03724,NUSC,0.0,,,Incident,"Coca, Ecuador, Spain",BOEING,737-236,,03-11-2020,,HC-CFD,0.0,0.0,0.0,0.0,0.0,
WPR09GA407,Airplane,False,AIR TRACTOR AT-802A,Substantial,No,,United States,TURBO PROP,2009-08-20,20090820X10204,PUBU,1.0,1.0,Fatal,Accident,"Austin, NV",AIR TRACTOR,AT-802A,1.0,25-09-2020,FIREFIGHTING,N807MA,1.0,0.0,1.0,0.0,0.0,VMC
ANC09CA085,Airplane,False,CESSNA 140,Substantial,No,,United States,RECIPROCATING,2009-08-20,20090821X51934,091,0.0,0.0,Non-Fatal,Accident,"Fairbanks, AK",CESSNA,140,1.0,25-09-2020,PERSONAL,N72518,0.0,0.0,1.0,0.0,1.0,VMC
ERA09LA470,Airplane,False,CESSNA A188B,Substantial,No,,United States,RECIPROCATING,2009-08-20,20090821X70912,137,0.0,0.0,Non-Fatal,Accident,"McRae, GA",CESSNA,A188B,1.0,25-09-2020,AERIAL APPLICATION,N4842R,0.0,0.0,1.0,0.0,1.0,VMC
ERA09LA549,Airplane,False,CESSNA 172P,Substantial,No,,United States,RECIPROCATING,2009-08-20,20091118X63251,091,0.0,0.0,Non-Fatal,Accident,"Pensacola, FL",CESSNA,172P,1.0,25-09-2020,INSTRUCTIONAL,N64344,0.0,0.0,1.0,0.0,1.0,VMC
ERA09LA469,Airplane,False,RAYTHEON AIRCRAFT COMPANY 58,Substantial,No,,United States,RECIPROCATING,2009-08-21,20090821X62833,091,1.0,0.5,Fatal,Accident,"Teterboro, NJ",RAYTHEON AIRCRAFT COMPANY,58,2.0,25-09-2020,EXECUTIVE/CORPORATE,N167TB,1.0,1.0,2.0,0.0,0.0,VMC
WPR09LA408,Airplane,False,PIPER PA-22-150,Substantial,No,,United States,RECIPROCATING,2009-08-21,20090821X42525,091,0.0,0.0,Non-Fatal,Accident,"Tacoma, WA",PIPER,PA-22-150,1.0,25-09-2020,PERSONAL,N6038D,0.0,0.0,1.0,0.0,1.0,VMC
WPR09CA410,Airplane,False,PIPER PA28,Substantial,No,,United States,RECIPROCATING,2009-08-21,20090821X62011,091,0.0,0.0,Non-Fatal,Accident,"Glendale, AZ",PIPER,PA28,1.0,25-09-2020,INSTRUCTIONAL,N424PA,0.0,0.0,1.0,0.0,1.0,VMC
ENG09WA012,Airplane,False,BOEING 737,Unknown,No,,Australia,TURBO FAN,2009-08-21,20090826X11036,NUSC,0.0,0.0,Non-Fatal,Incident,"Launceton, Tasmania, Australia",BOEING,737,2.0,03-11-2020,,VH-VOC,0.0,0.0,2.0,0.0,2.0,
CEN09LA546,Airplane,False,TAYLORCRAFT BCS-65,Substantial,No,,United States,RECIPROCATING,2009-08-21,20090827X44953,091,0.0,0.0,Non-Fatal,Accident,"Boulder, CO",TAYLORCRAFT,BCS-65,1.0,25-09-2020,PERSONAL,N8023Q,0.0,0.0,2.0,0.0,2.0,VMC
ERA09LA474,Airplane,False,CESSNA T210M,Substantial,No,,United States,RECIPROCATING,2009-08-22,20090823X00749,091,0.0,0.0,Non-Fatal,Accident,"Dalton, GA",CESSNA,T210M,1.0,25-09-2020,PERSONAL,N732MM,0.0,0.0,2.0,0.0,2.0,VMC
ERA09LA476,Airplane,False,CESSNA 150J,Substantial,No,,United States,RECIPROCATING,2009-08-22,20090823X01638,091,1.0,1.0,Non-Fatal,Accident,"Fairmount, GA",CESSNA,150J,1.0,25-09-2020,PERSONAL,N61022,0.0,0.0,1.0,1.0,0.0,VMC
CEN09CA540,Airplane,False,AIR TRACTOR INC AT-502,Substantial,No,,United States,TURBO PROP,2009-08-22,20090825X21002,091,1.0,1.0,Non-Fatal,Accident,"East Grand Forks, MN",AIR TRACTOR INC,AT-502,1.0,25-09-2020,AERIAL OBSERVATION,N4516K,0.0,0.0,1.0,1.0,0.0,VMC
CEN09LA542,Airplane,False,CESSNA 182,Substantial,No,,United States,RECIPROCATING,2009-08-22,20090825X65232,091,0.0,0.0,Non-Fatal,Accident,"Weeping Water, NE",CESSNA,182,1.0,25-09-2020,SKYDIVING,N1921X,0.0,0.0,5.0,0.0,5.0,VMC
CEN09LA602,Airplane,False,AIR TRACTOR INC AT-301A,Substantial,No,,United States,TURBO PROP,2009-08-22,20090924X21103,137,1.0,1.0,Non-Fatal,Accident,"New Miner, WI",AIR TRACTOR INC,AT-301A,1.0,25-09-2020,AERIAL APPLICATION,N3651R,0.0,0.0,1.0,1.0,0.0,VMC
CEN10WA486,Airplane,False,CESSNA T206,Substantial,No,,Germany,,2009-08-22,20100819X52157,NUSN,2.0,0.6666666666666666,Fatal,Accident,"Hamburg Harbour, Germany",CESSNA,T206,,03-11-2020,UNKNOWN,,2.0,0.0,3.0,0.0,1.0,VMC
ERA09CA475,Airplane,False,PIPER PA-22,Substantial,No,,United States,RECIPROCATING,2009-08-23,20090823X01022,091,0.0,0.0,Non-Fatal,Accident,"Tuskegee, AL",PIPER,PA-22,1.0,25-09-2020,PERSONAL,N1415A,0.0,1.0,1.0,0.0,0.0,VMC
WPR09LA412,Airplane,False,PIPER PA-24-260,Substantial,No,,United States,RECIPROCATING,2009-08-23,20090824X11226,091,0.0,0.0,Non-Fatal,Accident,"Santa Barbara, CA",PIPER,PA-24-260,1.0,25-09-2020,PERSONAL,N8775P,0.0,0.0,2.0,0.0,2.0,VMC
WPR09FA414,Airplane,False,PIPER PA-25,Substantial,No,,United States,RECIPROCATING,2009-08-23,20090824X12257,091,1.0,1.0,Fatal,Accident,"Creswell, OR",PIPER,PA-25,1.0,25-09-2020,GLIDER TOW,N6353Z,1.0,0.0,1.0,0.0,0.0,VMC
ANC09CA087,Airplane,False,PIPER PA-12,Substantial,No,,United States,RECIPROCATING,2009-08-23,20090825X14656,091,0.0,0.0,Non-Fatal,Accident,"Dillingham, AK",PIPER,PA-12,1.0,25-09-2020,PERSONAL,N92770,0.0,0.0,2.0,0.0,2.0,VMC
CEN09LA541,Airplane,False,CESSNA CE-560,Unknown,No,,United States,TURBO FAN,2009-08-23,20090825X64630,135,0.0,0.0,Non-Fatal,Accident,"Kremmling, CO",CESSNA,CE-560,2.0,25-09-2020,,N802QS,0.0,0.0,8.0,0.0,8.0,VMC
CEN09CA547,Airplane,False,CESSNA 182P,Substantial,No,,United States,RECIPROCATING,2009-08-24,20090827X63030,091,0.0,0.0,Non-Fatal,Accident,"Sugar Land, TX",CESSNA,182P,1.0,25-09-2020,PERSONAL,N1988M,0.0,0.0,1.0,0.0,1.0,VMC
ANC09LA086,Airplane,False,CESSNA 180,Substantial,No,,United States,RECIPROCATING,2009-08-25,20090825X05726,091,4.0,1.0,Non-Fatal,Accident,"Chugiak, AK",CESSNA,180,1.0,25-09-2020,PERSONAL,N4601A,0.0,0.0,4.0,4.0,0.0,VMC
ERA09LA481,Airplane,False,CESSNA 172RG,Substantial,No,,United States,RECIPROCATING,2009-08-25,20090825X60337,091,1.0,0.5,Non-Fatal,Accident,"Rockaway, NJ",CESSNA,172RG,1.0,25-09-2020,INSTRUCTIONAL,N6117R,0.0,0.0,2.0,1.0,1.0,VMC
ANC09LA088,Airplane,False,CESSNA 170B,Substantial,No,,United States,RECIPROCATING,2009-08-25,20090825X90626,091,0.0,0.0,Non-Fatal,Accident,"Anchorage, AK",CESSNA,170B,1.0,25-09-2020,PERSONAL,N6073V,0.0,1.0,1.0,0.0,0.0,VMC
WPR09LA418,Airplane,True,CESSNA 177,Destroyed,No,,United States,RECIPROCATING,2009-08-25,20090827X22600,091,0.0,0.0,Non-Fatal,Accident,"Chandler, AZ",CESSNA,177,1.0,25-09-2020,INSTRUCTIONAL,N30715,0.0,0.0,1.0,0.0,1.0,VMC
ERA09CA484,Airplane,False,PIPER PA-34,Substantial,No,,United States,RECIPROCATING,2009-08-25,20090827X83825,091,0.0,0.0,Non-Fatal,Accident,"Savannah, GA",PIPER,PA-34,2.0,25-09-2020,INSTRUCTIONAL,N47611,0.0,0.0,2.0,0.0,2.0,VMC
ERA09LA483,Airplane,True,BEECH C24R,Destroyed,No,,United States,RECIPROCATING,2009-08-26,20090826X61501,091,2.0,1.0,Fatal,Accident,"Sylva, NC",BEECH,C24R,1.0,25-09-2020,PERSONAL,N770DL,2.0,0.0,2.0,0.0,0.0,VMC
ERA09WA486,Airplane,False,CESSNA 208,Substantial,No,,Venezuela,,2009-08-26,20090827X70720,NUSC,2.0,0.15384615384615385,Non-Fatal,Accident,"La Tortuga, Venezuela",CESSNA,208,1.0,03-11-2020,,YV1182,0.0,0.0,13.0,2.0,11.0,VMC
CEN09LA549,Airplane,True,PIPER PA-15,Destroyed,No,,United States,RECIPROCATING,2009-08-26,20090828X21849,091,1.0,1.0,Fatal,Accident,"Lakeview, MI",PIPER,PA-15,1.0,25-09-2020,PERSONAL,N4585H,1.0,0.0,1.0,0.0,0.0,VMC
ERA09LA494,Airplane,False,PIPER PA-28R-201,Substantial,No,,United States,RECIPROCATING,2009-08-26,20090831X42849,091,0.0,0.0,Non-Fatal,Accident,"Luray, VA",PIPER,PA-28R-201,1.0,25-09-2020,INSTRUCTIONAL,N186CF,0.0,0.0,2.0,0.0,2.0,VMC
WPR09LA417,Airplane,False,PIPER PA28R,Substantial,No,,United States,RECIPROCATING,2009-08-27,20090826X33516,091,0.0,0.0,Non-Fatal,Accident,"Wendover, UT",PIPER,PA28R,1.0,25-09-2020,PERSONAL,N4837T,0.0,0.0,3.0,0.0,3.0,VMC
ERA09FA487,Airplane,False,SOCATA TB20,Substantial,No,,United States,RECIPROCATING,2009-08-27,20090828X42457,091,2.0,1.0,Fatal,Accident,"Pavo, GA",SOCATA,TB20,1.0,25-09-2020,PERSONAL,N654GT,2.0,0.0,2.0,0.0,0.0,IMC
